freq_ghz,s11_re,s11_im,s11_db,zin_re_ohm,zin_im_ohm
1.0832,0.6008966582408304,0.06761852439038066,-4.369355402234549,387.13989060534817,82.53421389365828
1.084,0.598635712338003,0.06067155167784442,-4.41236542348507,387.16846985596,73.64199532264685
1.0848,0.5962893163172915,0.05377776100008461,-4.455677849664485,386.76682120493797,64.84155815431369
1.0856,0.5938584961050095,0.046938293264724235,-4.499293467712087,385.94852799762026,56.16169315365235
1.0864,0.5913442952543925,0.04015426891853784,-4.543213052172072,384.72951804667747,47.62923701876632
1.0872,0.5887477745021656,0.033426787626214385,-4.587437364903203,383.1277634203344,39.26886748060773
1.088,0.5860700113180557,0.02675692795967535,-4.6319671547822185,381.16296502961995,31.102947706583787
1.0888,0.5833120994475378,0.02014574709819878,-4.676803157400385,378.85623049521865,23.151419811238036
1.0896,0.5804751484481034,0.01359428053946591,-4.721946094752958,376.2297532060593,15.431745800934824
1.0904,0.5775602832193276,0.007103541821747749,-4.767396674921313,373.3064996688252,7.958893023896573
1.0912,0.5745686435270627,0.000674522257385518,-4.813155591746948,370.1099112582257,0.7453601943921955
1.092,0.571501383522018,-0.005691809322310396,-4.859223524497603,366.6636253806328,-6.198760675487821
1.0928,0.5683596712530813,-0.011994506810542985,-4.905601137524326,362.9912199236755,-12.865691574088753
1.0936,0.565144688175652,-0.01823264705681448,-4.952289079909745,359.1159837384402,-19.24985038017986
1.0944,0.561857628655332,-0.024405330086845655,-4.999287985106559,355.06071483670456,-25.347712710508823
1.0952,0.5584996994672878,-0.03051167931052573,-5.046598470565939,350.84754701889244,-31.157658909811733
1.096,0.5550721192915927,-0.036550841717806565,-5.09422113735554,346.49780480409834,-36.67981103984414
